combination,train_accuracy,val_accuracy,colsample_bytree,learning_rate,max_depth,alpha,n_estimators
379,0.7407132243684993,0.7322834645669292,0.5,0.01,8,100,10
380,0.7461738484398217,0.739117515970881,0.5,0.01,8,100,50
381,0.7517830609212481,0.7426831080077254,0.5,0.01,8,100,100
382,0.82592867756315,0.7645223592333977,0.5,0.01,10,1,10
383,0.837295690936107,0.7671965532610311,0.5,0.01,10,1,50
384,0.8449479940564636,0.770910711632744,0.5,0.01,10,1,100
385,0.7893387815750371,0.7587282721735255,0.5,0.01,10,10,10
386,0.7921619613670133,0.7630366958847126,0.5,0.01,10,10,50
387,0.7976597325408619,0.76630515525182,0.5,0.01,10,10,100
388,0.7417161961367014,0.7331748625761403,0.5,0.01,10,100,10
389,0.749777117384844,0.7406031793195662,0.5,0.01,10,100,50
390,0.7529346210995542,0.7438716386866736,0.5,0.01,10,100,100
391,0.725668647845468,0.7251522804932402,0.5,0.1,3,1,10
392,0.763224368499257,0.7581340068340514,0.5,0.1,3,1,50
393,0.7813150074294205,0.7734363393255088,0.5,0.1,3,1,100
394,0.7227340267459138,0.7220323874610013,0.5,0.1,3,10,10
395,0.7613298662704309,0.7556083791412865,0.5,0.1,3,10,50
396,0.7786032689450223,0.7718021096419552,0.5,0.1,3,10,100
397,0.7154160475482912,0.7149012033873124,0.5,0.1,3,100,10
398,0.7511887072808321,0.7469915317189125,0.5,0.1,3,100,50
399,0.7645988112927191,0.758579705838657,0.5,0.1,3,100,100
400,0.7639301634472511,0.7535284504531273,0.5,0.1,5,1,10
401,0.7924591381872214,0.7774476303669589,0.5,0.1,5,1,50
402,0.8117384843982169,0.7764076660228793,0.5,0.1,5,1,100
403,0.7609583952451708,0.7529341851136533,0.5,0.1,5,10,10
404,0.7860698365527489,0.7731392066557718,0.5,0.1,5,10,50
405,0.799479940564636,0.7775961967018273,0.5,0.1,5,10,100
406,0.7358841010401189,0.7319863318971921,0.5,0.1,5,100,10
407,0.7658618127786033,0.7579854404991829,0.5,0.1,5,100,50
408,0.7778603268945022,0.7694250482840588,0.5,0.1,5,100,100
409,0.8075408618127786,0.770910711632744,0.5,0.1,8,1,10
410,0.8491827637444279,0.7767047986926162,0.5,0.1,8,1,50
411,0.8923848439821694,0.7756648343485366,0.5,0.1,8,1,100
412,0.7889673105497771,0.7679393849353736,0.5,0.1,8,10,10
413,0.8086924219910847,0.774030604664983,0.5,0.1,8,10,50
414,0.8306835066864785,0.7768533650274848,0.5,0.1,8,10,100
415,0.7464338781575037,0.739414648640618,0.5,0.1,8,100,10
416,0.7709881129271917,0.762888129549844,0.5,0.1,8,100,50
417,0.7823551263001486,0.7716535433070866,0.5,0.1,8,100,100
418,0.8446508172362556,0.7691279156143218,0.5,0.1,10,1,10
419,0.9047176820208024,0.775219135343931,0.5,0.1,10,1,50
420,0.950817236255572,0.7759619670182737,0.5,0.1,10,1,100
421,0.7968053491827637,0.7666022879215569,0.5,0.1,10,10,10
422,0.8225482912332838,0.7759619670182737,0.5,0.1,10,10,50
423,0.8511515601783061,0.7768533650274848,0.5,0.1,10,10,100
424,0.749665676077266,0.7417917099985143,0.5,0.1,10,100,10
425,0.77537147102526,0.7646709255682662,0.5,0.1,10,100,50
426,0.7846582466567608,0.770910711632744,0.5,0.1,10,100,100
427,0.7806092124814265,0.7683850839399792,0.5,1.0,3,1,10
428,0.8180163447251114,0.7683850839399792,0.5,1.0,3,1,50
429,0.8446879643387816,0.7679393849353736,0.5,1.0,3,1,100
430,0.7781946508172363,0.76630515525182,0.5,1.0,3,10,10
431,0.8049777117384844,0.7775961967018273,0.5,1.0,3,10,50
432,0.8179791976225854,0.7761105333531422,0.5,1.0,3,10,100
433,0.7638930163447251,0.7566483434853662,0.5,1.0,3,100,10
434,0.7729569093610699,0.7642252265636607,0.5,1.0,3,100,50
435,0.7729569093610699,0.7642252265636607,0.5,1.0,3,100,100
436,0.8077265973254086,0.7747734363393255,0.5,1.0,5,1,10
437,0.9013001485884101,0.7701678799584014,0.5,1.0,5,1,50
438,0.9588038632986627,0.76630515525182,0.5,1.0,5,1,100
439,0.799108469539376,0.774624870004457,0.5,1.0,5,10,10
440,0.850334323922734,0.7737334719952459,0.5,1.0,5,10,50
441,0.8812035661218425,0.7726935076511663,0.5,1.0,5,10,100
442,0.7762258543833581,0.7654137572426088,0.5,1.0,5,100,10
443,0.7788261515601783,0.7683850839399792,0.5,1.0,5,100,50
444,0.7788261515601783,0.7683850839399792,0.5,1.0,5,100,100
445,0.8851040118870728,0.7677908186005051,0.5,1.0,8,1,10
446,0.9988484398216939,0.7609567671965533,0.5,1.0,8,1,50
447,0.999925705794948,0.7645223592333977,0.5,1.0,8,1,100
448,0.8314264487369986,0.7734363393255088,0.5,1.0,8,10,10
449,0.9178306092124814,0.7738820383301144,0.5,1.0,8,10,50
450,0.9461738484398217,0.7726935076511663,0.5,1.0,8,10,100
451,0.7812035661218425,0.7680879512702422,0.5,1.0,8,100,10
452,0.7846953937592868,0.7716535433070866,0.5,1.0,8,100,50
453,0.7846953937592868,0.7716535433070866,0.5,1.0,8,100,100
454,0.9526745913818722,0.7612538998662903,0.5,1.0,10,1,10
455,0.999925705794948,0.7698707472886643,0.5,1.0,10,1,50
456,0.999925705794948,0.76630515525182,0.5,1.0,10,1,100
457,0.8491084695393759,0.7715049769722181,0.5,1.0,10,10,10
458,0.937258543833581,0.7720992423116921,0.5,1.0,10,10,50
459,0.9605869242199109,0.7698707472886643,0.5,1.0,10,10,100
460,0.7825408618127786,0.7722478086465607,0.5,1.0,10,100,10
461,0.7860326894502229,0.7732877729906403,0.5,1.0,10,100,50
462,0.7860326894502229,0.7732877729906403,0.5,1.0,10,100,100
463,0.7084323922734027,0.7068786213044124,0.7,0.001,3,1,10
464,0.7094725111441308,0.7079185856484921,0.7,0.001,3,1,50
465,0.7140044576523031,0.711335611350468,0.7,0.001,3,1,100
466,0.7081352154531947,0.7065814886346754,0.7,0.001,3,10,10
467,0.712072808320951,0.7105927796761254,0.7,0.001,3,10,50
468,0.7140416047548291,0.7120784430248106,0.7,0.001,3,10,100
469,0.7024145616641901,0.7010845342445402,0.7,0.001,3,100,10
470,0.7030832095096582,0.7016787995840142,0.7,0.001,3,100,50
471,0.7044205052005944,0.7034615956024365,0.7,0.001,3,100,100
472,0.7538261515601783,0.7466943990491755,0.7,0.001,5,1,10
473,0.7524517087667162,0.7422374090031199,0.7,0.001,5,1,50
474,0.7537890044576523,0.7425345416728569,0.7,0.001,5,1,100
475,0.7510401188707281,0.7438716386866736,0.7,0.001,5,10,10
476,0.7480683506686479,0.7386718169662755,0.7,0.001,5,10,50
477,0.7483655274888559,0.7365918882781162,0.7,0.001,5,10,100
478,0.7231054977711738,0.7162383004011291,0.7,0.001,5,100,10
479,0.7263001485884101,0.7198038924379736,0.7,0.001,5,100,50
480,0.7266716196136701,0.7223295201307384,0.7,0.001,5,100,100
481,0.7935735512630014,0.7624424305452384,0.7,0.001,8,1,10
482,0.7949479940564635,0.7622938642103699,0.7,0.001,8,1,50
483,0.7962109955423476,0.76630515525182,0.7,0.001,8,1,100
484,0.7813150074294205,0.7569454761551032,0.7,0.001,8,10,10
485,0.7791604754829123,0.7596196701827366,0.7,0.001,8,10,50
486,0.7802748885586924,0.7594711038478681,0.7,0.001,8,10,100
487,0.736552748885587,0.7239637498142921,0.7,0.001,8,100,10
488,0.737184249628529,0.7270836428465309,0.7,0.001,8,100,50
489,0.7402303120356613,0.7322834645669292,0.7,0.001,8,100,100
490,0.825074294205052,0.7582825731689199,0.7,0.001,10,1,10
491,0.826151560178306,0.7618481652057644,0.7,0.001,10,1,50
492,0.824888558692422,0.762888129549844,0.7,0.001,10,1,100
493,0.7890787518573551,0.7544198484623384,0.7,0.001,10,10,10
494,0.7898216939078752,0.7579854404991829,0.7,0.001,10,10,50
495,0.7890416047548291,0.7582825731689199,0.7,0.001,10,10,100
496,0.736961367013373,0.7245580151537662,0.7,0.001,10,100,10
497,0.7391158989598812,0.727975040855742,0.7,0.001,10,100,50
498,0.7411589895988113,0.7328777299064032,0.7,0.001,10,100,100
499,0.7148959881129272,0.7107413460109939,0.7,0.01,3,1,10
500,0.7192050520059435,0.7187639280938939,0.7,0.01,3,1,50
501,0.7262630014858841,0.7258951121675828,0.7,0.01,3,1,100
502,0.7140416047548291,0.7120784430248106,0.7,0.01,3,10,10
503,0.7155274888558693,0.715346902391918,0.7,0.01,3,10,50
504,0.72537147102526,0.7248551478235032,0.7,0.01,3,10,100
505,0.7043833580980684,0.7034615956024365,0.7,0.01,3,100,10
506,0.7080237741456167,0.711632744020205,0.7,0.01,3,100,50
507,0.7137072808320951,0.7154954687267865,0.7,0.01,3,100,100
508,0.7532689450222882,0.7432773733471996,0.7,0.01,5,1,10
509,0.7608469539375928,0.7510028227603625,0.7,0.01,5,1,50
510,0.7641158989598811,0.7541227157926014,0.7,0.01,5,1,100
511,0.749702823179792,0.7362947556083791,0.7,0.01,5,10,10
512,0.7552005943536404,0.7459515673748328,0.7,0.01,5,10,50
513,0.7605126300148588,0.7521913534393107,0.7,0.01,5,10,100
514,0.7287147102526003,0.723666617144555,0.7,0.01,5,100,10
515,0.7264487369985141,0.7235180508096866,0.7,0.01,5,100,50
516,0.7378900445765231,0.7336205615807458,0.7,0.01,5,100,100
517,0.7970282317979198,0.7654137572426088,0.7,0.01,8,1,10
518,0.8028974739970283,0.7670479869261625,0.7,0.01,8,1,50
519,0.8086924219910847,0.7720992423116921,0.7,0.01,8,1,100
520,0.7804606240713224,0.7605110681919477,0.7,0.01,8,10,10
521,0.7849554234769688,0.7611053335314217,0.7,0.01,8,10,50
522,0.7887444279346211,0.7654137572426088,0.7,0.01,8,10,100
523,0.7407132243684993,0.7322834645669292,0.7,0.01,8,100,10
524,0.7461738484398217,0.739117515970881,0.7,0.01,8,100,50
525,0.7517830609212481,0.7426831080077254,0.7,0.01,8,100,100
526,0.82592867756315,0.7645223592333977,0.7,0.01,10,1,10
527,0.837295690936107,0.7671965532610311,0.7,0.01,10,1,50
528,0.8449479940564636,0.770910711632744,0.7,0.01,10,1,100
529,0.7893387815750371,0.7587282721735255,0.7,0.01,10,10,10
530,0.7921619613670133,0.7630366958847126,0.7,0.01,10,10,50
531,0.7976597325408619,0.76630515525182,0.7,0.01,10,10,100
532,0.7417161961367014,0.7331748625761403,0.7,0.01,10,100,10
533,0.749777117384844,0.7406031793195662,0.7,0.01,10,100,50
534,0.7529346210995542,0.7438716386866736,0.7,0.01,10,100,100
535,0.725668647845468,0.7251522804932402,0.7,0.1,3,1,10
536,0.763224368499257,0.7581340068340514,0.7,0.1,3,1,50
537,0.7813150074294205,0.7734363393255088,0.7,0.1,3,1,100
538,0.7227340267459138,0.7220323874610013,0.7,0.1,3,10,10
539,0.7613298662704309,0.7556083791412865,0.7,0.1,3,10,50
540,0.7786032689450223,0.7718021096419552,0.7,0.1,3,10,100
541,0.7154160475482912,0.7149012033873124,0.7,0.1,3,100,10
542,0.7511887072808321,0.7469915317189125,0.7,0.1,3,100,50
543,0.7645988112927191,0.758579705838657,0.7,0.1,3,100,100
544,0.7639301634472511,0.7535284504531273,0.7,0.1,5,1,10
545,0.7924591381872214,0.7774476303669589,0.7,0.1,5,1,50
546,0.8117384843982169,0.7764076660228793,0.7,0.1,5,1,100
547,0.7609583952451708,0.7529341851136533,0.7,0.1,5,10,10
548,0.7860698365527489,0.7731392066557718,0.7,0.1,5,10,50
549,0.799479940564636,0.7775961967018273,0.7,0.1,5,10,100
550,0.7358841010401189,0.7319863318971921,0.7,0.1,5,100,10
551,0.7658618127786033,0.7579854404991829,0.7,0.1,5,100,50
552,0.7778603268945022,0.7694250482840588,0.7,0.1,5,100,100
553,0.8075408618127786,0.770910711632744,0.7,0.1,8,1,10
554,0.8491827637444279,0.7767047986926162,0.7,0.1,8,1,50
555,0.8923848439821694,0.7756648343485366,0.7,0.1,8,1,100
556,0.7889673105497771,0.7679393849353736,0.7,0.1,8,10,10
557,0.8086924219910847,0.774030604664983,0.7,0.1,8,10,50
558,0.8306835066864785,0.7768533650274848,0.7,0.1,8,10,100
559,0.7464338781575037,0.739414648640618,0.7,0.1,8,100,10
560,0.7709881129271917,0.762888129549844,0.7,0.1,8,100,50
561,0.7823551263001486,0.7716535433070866,0.7,0.1,8,100,100
562,0.8446508172362556,0.7691279156143218,0.7,0.1,10,1,10
563,0.9047176820208024,0.775219135343931,0.7,0.1,10,1,50
564,0.950817236255572,0.7759619670182737,0.7,0.1,10,1,100
565,0.7968053491827637,0.7666022879215569,0.7,0.1,10,10,10
566,0.8225482912332838,0.7759619670182737,0.7,0.1,10,10,50
567,0.8511515601783061,0.7768533650274848,0.7,0.1,10,10,100
568,0.749665676077266,0.7417917099985143,0.7,0.1,10,100,10
569,0.77537147102526,0.7646709255682662,0.7,0.1,10,100,50
570,0.7846582466567608,0.770910711632744,0.7,0.1,10,100,100
571,0.7806092124814265,0.7683850839399792,0.7,1.0,3,1,10
572,0.8180163447251114,0.7683850839399792,0.7,1.0,3,1,50
573,0.8446879643387816,0.7679393849353736,0.7,1.0,3,1,100
574,0.7781946508172363,0.76630515525182,0.7,1.0,3,10,10
575,0.8049777117384844,0.7775961967018273,0.7,1.0,3,10,50
576,0.8179791976225854,0.7761105333531422,0.7,1.0,3,10,100
577,0.7638930163447251,0.7566483434853662,0.7,1.0,3,100,10
578,0.7729569093610699,0.7642252265636607,0.7,1.0,3,100,50
579,0.7729569093610699,0.7642252265636607,0.7,1.0,3,100,100
580,0.8077265973254086,0.7747734363393255,0.7,1.0,5,1,10
581,0.9013001485884101,0.7701678799584014,0.7,1.0,5,1,50
582,0.9588038632986627,0.76630515525182,0.7,1.0,5,1,100
583,0.799108469539376,0.774624870004457,0.7,1.0,5,10,10
584,0.850334323922734,0.7737334719952459,0.7,1.0,5,10,50
585,0.8812035661218425,0.7726935076511663,0.7,1.0,5,10,100
586,0.7762258543833581,0.7654137572426088,0.7,1.0,5,100,10
587,0.7788261515601783,0.7683850839399792,0.7,1.0,5,100,50
588,0.7788261515601783,0.7683850839399792,0.7,1.0,5,100,100
589,0.8851040118870728,0.7677908186005051,0.7,1.0,8,1,10
590,0.9988484398216939,0.7609567671965533,0.7,1.0,8,1,50
591,0.999925705794948,0.7645223592333977,0.7,1.0,8,1,100
592,0.8314264487369986,0.7734363393255088,0.7,1.0,8,10,10
593,0.9178306092124814,0.7738820383301144,0.7,1.0,8,10,50
594,0.9461738484398217,0.7726935076511663,0.7,1.0,8,10,100
595,0.7812035661218425,0.7680879512702422,0.7,1.0,8,100,10
596,0.7846953937592868,0.7716535433070866,0.7,1.0,8,100,50
597,0.7846953937592868,0.7716535433070866,0.7,1.0,8,100,100
598,0.9526745913818722,0.7612538998662903,0.7,1.0,10,1,10
599,0.999925705794948,0.7698707472886643,0.7,1.0,10,1,50
600,0.999925705794948,0.76630515525182,0.7,1.0,10,1,100
601,0.8491084695393759,0.7715049769722181,0.7,1.0,10,10,10
602,0.937258543833581,0.7720992423116921,0.7,1.0,10,10,50
603,0.9605869242199109,0.7698707472886643,0.7,1.0,10,10,100
604,0.7825408618127786,0.7722478086465607,0.7,1.0,10,100,10
605,0.7860326894502229,0.7732877729906403,0.7,1.0,10,100,50
606,0.7860326894502229,0.7732877729906403,0.7,1.0,10,100,100
607,0.7084323922734027,0.7068786213044124,0.9,0.001,3,1,10
608,0.7094725111441308,0.7079185856484921,0.9,0.001,3,1,50
609,0.7140044576523031,0.711335611350468,0.9,0.001,3,1,100
610,0.7081352154531947,0.7065814886346754,0.9,0.001,3,10,10
611,0.712072808320951,0.7105927796761254,0.9,0.001,3,10,50
612,0.7140416047548291,0.7120784430248106,0.9,0.001,3,10,100
613,0.7024145616641901,0.7010845342445402,0.9,0.001,3,100,10
614,0.7030832095096582,0.7016787995840142,0.9,0.001,3,100,50
615,0.7044205052005944,0.7034615956024365,0.9,0.001,3,100,100
616,0.7538261515601783,0.7466943990491755,0.9,0.001,5,1,10
617,0.7524517087667162,0.7422374090031199,0.9,0.001,5,1,50
618,0.7537890044576523,0.7425345416728569,0.9,0.001,5,1,100
619,0.7510401188707281,0.7438716386866736,0.9,0.001,5,10,10
620,0.7480683506686479,0.7386718169662755,0.9,0.001,5,10,50
621,0.7483655274888559,0.7365918882781162,0.9,0.001,5,10,100
622,0.7231054977711738,0.7162383004011291,0.9,0.001,5,100,10
623,0.7263001485884101,0.7198038924379736,0.9,0.001,5,100,50
624,0.7266716196136701,0.7223295201307384,0.9,0.001,5,100,100
625,0.7935735512630014,0.7624424305452384,0.9,0.001,8,1,10
626,0.7949479940564635,0.7622938642103699,0.9,0.001,8,1,50
627,0.7962109955423476,0.76630515525182,0.9,0.001,8,1,100
628,0.7813150074294205,0.7569454761551032,0.9,0.001,8,10,10
629,0.7791604754829123,0.7596196701827366,0.9,0.001,8,10,50
630,0.7802748885586924,0.7594711038478681,0.9,0.001,8,10,100
631,0.736552748885587,0.7239637498142921,0.9,0.001,8,100,10
632,0.737184249628529,0.7270836428465309,0.9,0.001,8,100,50
633,0.7402303120356613,0.7322834645669292,0.9,0.001,8,100,100
634,0.825074294205052,0.7582825731689199,0.9,0.001,10,1,10
635,0.826151560178306,0.7618481652057644,0.9,0.001,10,1,50
636,0.824888558692422,0.762888129549844,0.9,0.001,10,1,100
637,0.7890787518573551,0.7544198484623384,0.9,0.001,10,10,10
638,0.7898216939078752,0.7579854404991829,0.9,0.001,10,10,50
639,0.7890416047548291,0.7582825731689199,0.9,0.001,10,10,100
640,0.736961367013373,0.7245580151537662,0.9,0.001,10,100,10
641,0.7391158989598812,0.727975040855742,0.9,0.001,10,100,50
642,0.7411589895988113,0.7328777299064032,0.9,0.001,10,100,100
643,0.7148959881129272,0.7107413460109939,0.9,0.01,3,1,10
644,0.7192050520059435,0.7187639280938939,0.9,0.01,3,1,50
645,0.7262630014858841,0.7258951121675828,0.9,0.01,3,1,100
646,0.7140416047548291,0.7120784430248106,0.9,0.01,3,10,10
647,0.7155274888558693,0.715346902391918,0.9,0.01,3,10,50
648,0.72537147102526,0.7248551478235032,0.9,0.01,3,10,100
649,0.7043833580980684,0.7034615956024365,0.9,0.01,3,100,10
650,0.7080237741456167,0.711632744020205,0.9,0.01,3,100,50
651,0.7137072808320951,0.7154954687267865,0.9,0.01,3,100,100
652,0.7532689450222882,0.7432773733471996,0.9,0.01,5,1,10
653,0.7608469539375928,0.7510028227603625,0.9,0.01,5,1,50
654,0.7641158989598811,0.7541227157926014,0.9,0.01,5,1,100
655,0.749702823179792,0.7362947556083791,0.9,0.01,5,10,10
656,0.7552005943536404,0.7459515673748328,0.9,0.01,5,10,50
657,0.7605126300148588,0.7521913534393107,0.9,0.01,5,10,100
658,0.7287147102526003,0.723666617144555,0.9,0.01,5,100,10
659,0.7264487369985141,0.7235180508096866,0.9,0.01,5,100,50
660,0.7378900445765231,0.7336205615807458,0.9,0.01,5,100,100
661,0.7970282317979198,0.7654137572426088,0.9,0.01,8,1,10
662,0.8028974739970283,0.7670479869261625,0.9,0.01,8,1,50
663,0.8086924219910847,0.7720992423116921,0.9,0.01,8,1,100
664,0.7804606240713224,0.7605110681919477,0.9,0.01,8,10,10
665,0.7849554234769688,0.7611053335314217,0.9,0.01,8,10,50
666,0.7887444279346211,0.7654137572426088,0.9,0.01,8,10,100
667,0.7407132243684993,0.7322834645669292,0.9,0.01,8,100,10
668,0.7461738484398217,0.739117515970881,0.9,0.01,8,100,50
669,0.7517830609212481,0.7426831080077254,0.9,0.01,8,100,100
670,0.82592867756315,0.7645223592333977,0.9,0.01,10,1,10
671,0.837295690936107,0.7671965532610311,0.9,0.01,10,1,50
672,0.8449479940564636,0.770910711632744,0.9,0.01,10,1,100
673,0.7893387815750371,0.7587282721735255,0.9,0.01,10,10,10
674,0.7921619613670133,0.7630366958847126,0.9,0.01,10,10,50
675,0.7976597325408619,0.76630515525182,0.9,0.01,10,10,100
676,0.7417161961367014,0.7331748625761403,0.9,0.01,10,100,10
677,0.749777117384844,0.7406031793195662,0.9,0.01,10,100,50
678,0.7529346210995542,0.7438716386866736,0.9,0.01,10,100,100
679,0.725668647845468,0.7251522804932402,0.9,0.1,3,1,10
680,0.763224368499257,0.7581340068340514,0.9,0.1,3,1,50
681,0.7813150074294205,0.7734363393255088,0.9,0.1,3,1,100
682,0.7227340267459138,0.7220323874610013,0.9,0.1,3,10,10
683,0.7613298662704309,0.7556083791412865,0.9,0.1,3,10,50
684,0.7786032689450223,0.7718021096419552,0.9,0.1,3,10,100
685,0.7154160475482912,0.7149012033873124,0.9,0.1,3,100,10
686,0.7511887072808321,0.7469915317189125,0.9,0.1,3,100,50
687,0.7645988112927191,0.758579705838657,0.9,0.1,3,100,100
688,0.7639301634472511,0.7535284504531273,0.9,0.1,5,1,10
689,0.7924591381872214,0.7774476303669589,0.9,0.1,5,1,50
690,0.8117384843982169,0.7764076660228793,0.9,0.1,5,1,100
691,0.7609583952451708,0.7529341851136533,0.9,0.1,5,10,10
692,0.7860698365527489,0.7731392066557718,0.9,0.1,5,10,50
693,0.799479940564636,0.7775961967018273,0.9,0.1,5,10,100
694,0.7358841010401189,0.7319863318971921,0.9,0.1,5,100,10
695,0.7658618127786033,0.7579854404991829,0.9,0.1,5,100,50
696,0.7778603268945022,0.7694250482840588,0.9,0.1,5,100,100
697,0.8075408618127786,0.770910711632744,0.9,0.1,8,1,10
698,0.8491827637444279,0.7767047986926162,0.9,0.1,8,1,50
699,0.8923848439821694,0.7756648343485366,0.9,0.1,8,1,100
700,0.7889673105497771,0.7679393849353736,0.9,0.1,8,10,10
701,0.8086924219910847,0.774030604664983,0.9,0.1,8,10,50
702,0.8306835066864785,0.7768533650274848,0.9,0.1,8,10,100
703,0.7464338781575037,0.739414648640618,0.9,0.1,8,100,10
704,0.7709881129271917,0.762888129549844,0.9,0.1,8,100,50
705,0.7823551263001486,0.7716535433070866,0.9,0.1,8,100,100
706,0.8446508172362556,0.7691279156143218,0.9,0.1,10,1,10
707,0.9047176820208024,0.775219135343931,0.9,0.1,10,1,50
708,0.950817236255572,0.7759619670182737,0.9,0.1,10,1,100
709,0.7968053491827637,0.7666022879215569,0.9,0.1,10,10,10
710,0.8225482912332838,0.7759619670182737,0.9,0.1,10,10,50
711,0.8511515601783061,0.7768533650274848,0.9,0.1,10,10,100
712,0.749665676077266,0.7417917099985143,0.9,0.1,10,100,10
713,0.77537147102526,0.7646709255682662,0.9,0.1,10,100,50
714,0.7846582466567608,0.770910711632744,0.9,0.1,10,100,100
715,0.7806092124814265,0.7683850839399792,0.9,1.0,3,1,10
716,0.8180163447251114,0.7683850839399792,0.9,1.0,3,1,50
717,0.8446879643387816,0.7679393849353736,0.9,1.0,3,1,100
718,0.7781946508172363,0.76630515525182,0.9,1.0,3,10,10
719,0.8049777117384844,0.7775961967018273,0.9,1.0,3,10,50
720,0.8179791976225854,0.7761105333531422,0.9,1.0,3,10,100
721,0.7638930163447251,0.7566483434853662,0.9,1.0,3,100,10
722,0.7729569093610699,0.7642252265636607,0.9,1.0,3,100,50
723,0.7729569093610699,0.7642252265636607,0.9,1.0,3,100,100
724,0.8077265973254086,0.7747734363393255,0.9,1.0,5,1,10
725,0.9013001485884101,0.7701678799584014,0.9,1.0,5,1,50
726,0.9588038632986627,0.76630515525182,0.9,1.0,5,1,100
727,0.799108469539376,0.774624870004457,0.9,1.0,5,10,10
728,0.850334323922734,0.7737334719952459,0.9,1.0,5,10,50
729,0.8812035661218425,0.7726935076511663,0.9,1.0,5,10,100
730,0.7762258543833581,0.7654137572426088,0.9,1.0,5,100,10
731,0.7788261515601783,0.7683850839399792,0.9,1.0,5,100,50
732,0.7788261515601783,0.7683850839399792,0.9,1.0,5,100,100
733,0.8851040118870728,0.7677908186005051,0.9,1.0,8,1,10
734,0.9988484398216939,0.7609567671965533,0.9,1.0,8,1,50
735,0.999925705794948,0.7645223592333977,0.9,1.0,8,1,100
736,0.8314264487369986,0.7734363393255088,0.9,1.0,8,10,10
737,0.9178306092124814,0.7738820383301144,0.9,1.0,8,10,50
738,0.9461738484398217,0.7726935076511663,0.9,1.0,8,10,100
739,0.7812035661218425,0.7680879512702422,0.9,1.0,8,100,10
740,0.7846953937592868,0.7716535433070866,0.9,1.0,8,100,50
741,0.7846953937592868,0.7716535433070866,0.9,1.0,8,100,100
742,0.9526745913818722,0.7612538998662903,0.9,1.0,10,1,10
743,0.999925705794948,0.7698707472886643,0.9,1.0,10,1,50
744,0.999925705794948,0.76630515525182,0.9,1.0,10,1,100
745,0.8491084695393759,0.7715049769722181,0.9,1.0,10,10,10
746,0.937258543833581,0.7720992423116921,0.9,1.0,10,10,50
747,0.9605869242199109,0.7698707472886643,0.9,1.0,10,10,100
748,0.7825408618127786,0.7722478086465607,0.9,1.0,10,100,10
749,0.7860326894502229,0.7732877729906403,0.9,1.0,10,100,50
750,0.7860326894502229,0.7732877729906403,0.9,1.0,10,100,100
